1114465306	45974134	256.505956453	129.579665984	1527254
1314013365	53193105	396.178600401	146.932280809	2393568
1435979471	57298223	454.970669741	152.208443228	2787307
1389599611	55648015	504.444029691	158.37699543	2975759
1092040910	45230246	261.212412086	118.076752769	1577937
1162206508	47682910	299.029230851	122.761493065	1799503
1118924602	46362448	274.563916914	126.925588287	1681886
1340014375	54211099	394.860015409	146.99669421	2455919
1033281874	43121194	244.85508383	108.89581247	1478652
1114353675	46067763	268.819360855	119.231941854	1607999
1240640040	50544402	332.920745202	129.034512915	2073797
1152485446	47346850	286.775317413	121.029611776	1782189
1050110143	43794169	237.213953762	109.257831698	1419753
1195418509	49010047	303.873730926	124.420555994	1865457
1221190539	49850151	366.591177548	126.908503474	2231663
1264520593	51412165	364.215162943	133.935740881	2243725
1331371545	53575989	439.104693581	143.840941054	2676330
1304264871	52879773	392.292472546	140.436323931	2433613
1156379587	47436229	291.040097273	117.915186497	1750166
1155794306	47593982	309.403436878	122.787877812	1929426
