629483862	31556052	194.489319524	76.430108519	1409407
627184118	31213520	181.429825203	76.111192457	1288392
611533684	30514198	171.933345297	72.778800542	1206247
663128269	33067099	223.905706756	81.120928785	1624705
648469227	32274873	204.37417777	81.162117734	1415282
629566452	31478190	188.351088371	74.738647906	1382295
613710620	30812144	176.710951329	73.828461	1252250
620279465	31067045	186.172833725	76.666458379	1363835
635514164	31675484	185.813181551	75.272970399	1326843
587264816	29428472	158.071784303	69.364648177	1084267
676606238	33558260	238.7216639	84.892326805	1677118
601581024	30081534	172.451200291	72.395528464	1204389
596517690	29899854	170.078778606	71.731506405	1164807
616502848	30795100	180.421835421	76.379010542	1297194
589079368	29479936	153.72559592	70.037849489	1039829
621860950	30983578	179.581273695	72.48531739	1264354
598627239	30021987	165.022253972	73.313187564	1151781
607329784	30406798	174.195060667	71.574894513	1246237
641312548	32126230	202.33909374	75.971497094	1426832
619820158	30952852	178.408182375	76.241826051	1271209
