718564603	33296473	142.594376087	86.836174559	688051
714516101	33176069	142.785634074	85.56471277	697189
709323900	32802168	137.711933804	88.617372235	645660
709053291	32853621	138.425589362	84.533464822	668823
710748348	32909868	139.799145443	84.568992826	656789
722999091	33463605	142.5267673	92.611862517	665943
707193107	32832563	139.041238903	85.527526461	670972
713930054	33228536	143.398005097	86.348229209	708153
700613694	32521464	136.468750197	85.343560007	650216
734856922	34040260	147.367768924	87.836712635	709835
727731676	33668452	143.955610065	92.568979195	684297
709908850	32930692	139.485457603	84.613377416	667327
716308378	33286468	142.136555598	86.214335397	692741
716187162	33152244	140.295257391	88.947919131	663842
707903726	32889698	139.242108967	84.955583357	672663
710130391	32939347	139.235282216	84.244771199	674931
702627934	32583982	136.228959549	88.30911002	648457
712340569	32951323	138.378721521	85.314437623	653328
712961984	33023960	139.720997774	85.259691938	657161
732655709	34026923	147.293968871	90.671472137	713427
