23621545	1045215	3.280954426	1.369489654	76212
24145211	1062926	3.41121814	1.412992403	76684
24232810	1065880	3.419458014	1.371175966	76637
24183050	1068000	3.433774182	1.387198618	77710
23959665	1056840	3.46784863	1.414738069	76430
23898382	1056542	3.328999616	1.281980505	76954
23973084	1057834	3.304238419	1.373845978	76635
24180724	1065309	3.660912169	1.290436401	76814
23499801	1041531	3.289056971	1.266819205	76139
23837268	1052068	3.299191719	1.489834601	76436
24151345	1065375	3.41046065	1.370234794	77455
24203781	1065936	3.474507334	1.537484696	76705
24195518	1067428	3.360746864	1.475210756	77023
24249668	1065993	3.390724314	1.295240305	75813
23818866	1052166	3.311029989	1.370680087	74957
23640912	1045202	3.261284229	1.409188409	75404
24088103	1062318	3.467387006	1.301402532	77491
24493484	1075719	3.625550421	1.363750586	77636
24015132	1059667	3.514728851	1.290014413	75845
24116668	1060693	3.372192135	1.429657545	76749
