184503462	5207667	29.120117468	6.638713458	478067
168580743	4861503	24.785254923	6.084111793	431151
177045955	5024345	27.541191294	7.065334306	460138
166874467	4839507	24.580789671	5.9412107	421806
174009722	4982742	26.486331368	6.219518615	446870
178337080	5088440	27.084685373	6.405851248	455694
164365266	4763196	24.085220794	6.387534735	419550
159348037	4655947	22.645279102	5.94697418	400178
162747666	4729946	23.263565935	6.162124093	408507
168078568	4843838	25.038026288	6.045432201	433490
171394583	4913018	25.872130419	6.724432507	443791
166111431	4805146	24.219049601	5.949463983	420224
190129778	5311323	31.428344165	6.661873021	500350
177949123	5071473	26.590759771	6.246257927	457463
178838701	5080971	28.022547219	7.116492036	464078
170447699	4902999	25.068775516	6.251445065	434197
164649496	4762361	24.222686463	5.89966257	416824
170607765	4905355	25.333180573	6.075515842	429463
168724075	4843775	25.853565784	6.640536183	437966
168430894	4865424	24.71446981	6.116795612	430277
