1073335002	24333292	202.313931899	30.776573211	670756
902150136	21214486	167.814550233	27.828380521	631682
1002548772	23053772	190.607362253	29.95924576	635953
861119440	20367870	158.855062064	25.735790461	614708
858114027	20294447	158.049571263	26.791529609	606580
752593780	18213665	137.645965058	23.086776404	574518
903087484	21206894	165.031467501	26.976337485	625832
789563387	18876067	139.997725	23.913638694	599286
1011118791	23460051	196.679522199	31.004797627	634258
901083950	21223155	169.853598145	27.261340738	620213
649666136	16258066	116.034298549	20.104677873	532933
696508629	17097079	122.405177927	21.701252196	550846
840289884	19986909	157.820734839	25.019971458	592199
768490778	18557883	139.04907529	22.792922092	574638
744127316	18186791	136.732596377	22.600305235	566723
987997371	23028026	192.940056035	30.144285638	638856
1023322893	23320913	187.902937928	29.936790638	664208
668850801	16657171	117.659320026	20.92735904	547471
944920399	22076944	179.062995649	28.336219828	624824
855153912	20191247	156.050298479	26.181348804	615557
