25.58574080028075	2.459491408042844	2601273
25.545517798577315	2.568528243738224	2828644
25.517029215605202	2.3640845797829244	2621258
25.581315147664235	2.3804238584661093	2466411
25.574675864625586	2.441662161146606	2516217
25.724481100479792	2.638163438347117	3005151
25.38956889061627	2.2005482410644444	2155033
25.61186504197122	2.641505664161447	2995043
25.495869121501592	2.2329882888624315	2330606
25.40962044036126	2.2675512282713886	2327893
25.64068607162489	2.6106328112687422	2866687
25.58569725334578	2.379164022200605	2573359
25.671734574684468	2.622175641032265	2917231
25.55313105587393	2.3216531840466312	2386692
25.556078236427116	2.2657513459960477	2433115
25.73482341803239	2.5150067929059476	2699955
25.67088051748675	2.410516321874372	2643374
25.650089481397387	2.532879330679611	2813721
25.642165213797306	2.5729187500846296	2722764
25.61757296638881	2.456653589903176	2678007
