369558310	20346784	97.816903281	44.335696232	623197
414939044	22070558	104.662672419	49.95974865	665434
575771984	29997368	160.851084484	65.627219267	866757
490766563	26477125	139.829681101	58.853586236	781007
645496846	33089266	182.973188878	71.965878319	923636
480790279	25920175	135.115872607	56.415014162	741363
301315916	16869350	74.531512582	37.308510717	541961
525051679	27366235	140.524271936	59.754186467	799555
660087861	33951783	191.374301993	72.220416995	978175
496043042	26232824	133.79400958	57.052585812	779182
642221446	32689366	176.616111845	68.248176574	927128
489644882	26269598	139.165979898	57.140720659	765754
456242725	24448003	124.374469343	54.58730076	730530
726045098	36970418	209.545658262	80.458211087	1003650
629587767	32263827	178.032825496	67.535198438	928777
644003870	33422888	186.243969811	68.429936567	932047
386279258	20964242	99.606062947	44.824976701	634526
572645614	29810062	161.431098758	61.701492109	865476
291210239	16410761	72.962931637	37.492193711	503538
512056291	26960443	136.183142435	60.274570839	772902
